event_key,event_date,publish_date,title,content,ent_info
2019 Albania earthquake,11/26/2019,11/26/2019,"Deadly earthquake hits Albania, leaving at least 47 people dead and hundreds injured","TIRANA , Nov. 26 - A deadly , 6.4 magnitude earthquake hit Albania , and particularly Tirana and Durres , on Tuesday morning , bringing down buildings , trapping people under rubble and so - far causing at least forty victims . 
At least 9 bodies were recovered overnight on Wednesday from the ruins of collapsed palaces and residences . 
The quake hit 34 km ( 21 miles ) northwest of the capital , Tirana , but was felt across the region , in Italy and in the Serbian city of Novi Sad , almost 700 km away . 
Firefighters and army staff immediately were sent to help residents caught under the rubble in the coastal city of Durres and in Thumane , 40 km to the northwest of Tirana and close to the earthquake 's epicentre , where the damages were greatest . 
Search operations were halted in Thumane on Thursday morning as it is believed there are no more people caught in the rubble . 
Operations are ongoing in Durres , while hope to find survivors seems to have faded . 
A man who died when jumping from a balcony was killed further north in Kurbin , while some elderly in Durres were discovered protecting children and other family members with their bodies . ","TIRANA|0|0|LOC|None
Nov.|2|0|TIME|None
6.4 magnitude|8 9|0|MAG|mag
Albania|12|0|LOC|loc
Tirana|16;14;30|0;2;3|LOC|None
Durres|18;19;4|0;3;5|LOC|None
Tuesday|21|0|TIME|None
at least forty victims|37 38 39 40|0|NUM|death
At least 9 bodies|0 1 2 3|1|NUM|None
overnight|6|1|TIME|None
Wednesday|8|1|TIME|None
34 km ( 21 miles|3 4 5 6 7|2|NUM|None
Italy|24|2|LOC|None
Novi|31|2|LOC|None
almost 700 km|34 35 36|2|NUM|None
Thumane|22;5|3;4|LOC|None
40 km|24 25|3|NUM|None
Thursday|7|4|TIME|None
morning|8|4|TIME|None
Kurbin|14|6|LOC|None
"
2019 Albania earthquake,11/26/2019,,Strongest Quake in Decades Kills at Least 25 in Albania,"TIRANA / DURRES / THUMANE - The death toll from the strongest earthquake to hit Albania in more than three decades rose to at least 25 Wednesday . 
Rescue crews continued to work to find and free people from the rubble after many residents spent the night in tents set up for survivors . The U.S. Geological Survey said the quake was a magnitude 6.4 with an epicenter 30 kilometers northwest of the capital , Tirana . 
Emergency personnel rescue people trapped under the debris of collapsed buildings after a strong earthquake struck Albania early Tuesday . ? Deadly 6.4 Magnitude Earthquake 
— The Voice of America ( @VOANews ) November 26 , 2019 Three hours after the initial quake , a magnitude - 5 aftershock struck in the Adriatic Sea . 
Among the deaths , which included some children , were 13 people killed in the coastal city of Durrës , seven in Thumane , and one in Kurbin . 
Several buildings were also destroyed in Durres and Thumane . 
Escaped the worst Video taken in the quake zone shows terrified children and adults . ","Albania|15;16|0;2|LOC|loc
more than three|17 18 19|0|TIME|None
at least 25 Wednesday|23 24 25 26|0|NUM|death
Wednesday|26|0|TIME|None
the|17|1|TIME|None
magnitude 6.4|35 36|1|MAG|mag
30 kilometers|40 41|1|NUM|None
Tirana|47|1|LOC|None
early|17|2|TIME|None
6.4 Magnitude|22 23|2|NUM|mag
November 26 ,|8 9 10|3|TIME|None
Three|12|3|TIME|None
the Adriatic|26 27|3|LOC|None
13 people|10 11|4|NUM|None
Durrës|18|4|LOC|None
seven|20|4|NUM|None
Thumane|22;8|4;5|LOC|None
one|25|4|NUM|None
Kurbin|27|4|LOC|None
Durres|6|5|LOC|None
"
2019 Albania earthquake,11/26/2019,,Albania quake toll hits 51 as search for survivors ends,"Edi Rama on Saturday said all bodies had been retrieved from the ruins of thousands of buildings struck by Tuesday 's 6.4 magnitude earthquake . "" The number of the earthquake victims reached 50 and rescue operations have ended , "" he told a Cabinet meeting . 
The Health Ministry confirmed a 51st victim , a woman in the capital , Tirana , who had been in a coma since she was reportedly hit by a falling brick while leaving her apartment . 
Greece backs EU ambitions of North Macedonia and Albania Rama later told a news conference that 41 people remain hospitalized and that the damage assessment has begun . 
He said more than 1,465 buildings in Tirana and about 900 in nearby Durres had been seriously damaged . 
The first of about a dozen buildings needing to be demolished has been flattened . 
Another 265 now require expert evaluation , he added . 
Tuesday 's quake left entire families crushed in their homes while they were sleeping , forcing relatives and neighbors to watch in agony as rescue teams pulled bodies from the ruins . ","Saturday|3|0|TIME|None
thousands|14|0|NUM|None
Tuesday|19;0|0;6|TIME|None
6.4 magnitude|21 22|0|MAG|mag
50|33|0|NUM|death
Tirana|14;7|1;3|LOC|None
Greece|0|2|LOC|None
North|5|2|LOC|None
Albania|8|2|LOC|loc
41 people|16 17|2|NUM|None
more than 1,465 buildings|2 3 4 5|3|NUM|None
about 900|9 10|3|NUM|None
Durres|13|3|LOC|None
about a dozen buildings|3 4 5 6|4|NUM|None
Another 265|0 1|5|NUM|None
"
2019 Albania earthquake,11/26/2019,,Albania's search for quake victims ends as death toll rises to 51,"The search - and - rescue operation for earthquake survivors in Albania has ended , with the death toll standing at 51 and no more bodies believed to be in the ruins , Prime Minister Edi Rama said . 
Rama said on Saturday that preliminary figures showed more than 1,465 buildings in the capital , Tirana , and about 900 in nearby Durres were seriously damaged in Tuesday 's 6.4 - magnitude predawn earthquake . 
About 2,000 people were injured . 
More : There have been more than 500 aftershocks , some with a magnitude of more than 5 , rocking already damaged buildings and terrifying residents . A 20 - year - old woman , in a coma after she was injured by a falling brick while leaving her apartment in Tirana , died , the health ministry said on Saturday . 
In Durres , hundreds of residents as well as Rama and President Ilir Meta attended the funeral of nine members of a single extended family who were killed when a four - storey villa collapsed . 
One man survived and has been sent to Italy for medical treatment . 191129081651781 Preliminary figures estimate at least 4,000 people are homeless . 
About 2,500 people from damaged homes have been sheltered in hotels . ","Albania|11|0|LOC|loc
51|21|0|NUM|death
Saturday|3;60|1;3|TIME|None
more than 1,465 buildings|8 9 10 11|1|NUM|None
Tirana|16;51|1;3|LOC|None
about 900|19 20|1|NUM|None
Durres|23|1|LOC|None
Tuesday|28|1|TIME|None
6.4 - magnitude|30 31 32|1|MAG|mag
About 2,000 people|0 1 2|2|NUM|None
more than 500 aftershocks|5 6 7 8|3|NUM|None
more than 5|15 16 17|3|NUM|None
20 - year -|28 29 30 31|3|TIME|None
hundreds|3|4|NUM|None
nine members|18 19|4|NUM|None
four - storey|30 31 32|4|NUM|None
One man|0 1|5|NUM|None
Italy|8|5|LOC|None
at least 4,000 people|17 18 19 20|5|NUM|None
About 2,500 people|0 1 2|6|NUM|None
"
2019 Albania earthquake,11/26/2019,11/30/2019,Plea to help Albanian earthquake survivors as Durres search resumes,"Low temperatures and frequent rain showers are making supplies of clothes , blankets and food much needed in Albania 's second city Durres , following Tuesday ’s devastating earthquake . 
A local school is being used as a distribution centre . 
The number of people known to have been killed stood at 49 on Saturday morning . 
There have been more than 600 aftershocks since the initial quake , which was of magnitude 6.4 . "" Oh , it 's so hard , ” said one resident . 
“ My family of four spent last night in the small garden over there . 
We gathered around a bonfire to pull through the coldness . 
A soldier over there , such a good person , gave me this blanket . "" ","Albania|18|0|LOC|loc
Durres|22|0|LOC|None
Tuesday|25|0|TIME|None
49|11|2|TIME|death
Saturday|13|2|TIME|None
morning|14|2|TIME|None
more than 600 aftershocks|3 4 5 6|3|NUM|None
magnitude 6.4|15 16|3|MAG|mag
one resident|28 29|3|NUM|None
four|4|4|NUM|None
last|6|4|TIME|None
"
2019 Albania earthquake,11/26/2019,,Albania Seeks International Support for Earthquake Recovery,"Albania 's prime minister is asking the international community for financial aid and expert assistance following last week 's earthquake . Edi Rama said at a Cabinet meeting Sunday , "" Simply , this is humanly impossible to do this [ reconstruction ] alone . "" 
He said the budget is being reshaped to deal with the earthquake 's aftermath , but Albania still needs international support . 
Rama said he has written to U.S. President Donald Trump to ask for help . U.S. and European Union civil engineers are working with local experts in Albania to assess the damage . 
Rescuers from France and Switzerland operate at a collapsed building after the 6.4 - magnitude earthquake in Durres , western Albania , Nov. 29 , 2019 . 
The mayor of Durres , one of the hardest hit towns , resigned Sunday after public outcry about remarks she made that she was "" pleased "" that only 50 people had died in the earthquake . 
Sako said she was "" hurt by the overwhelming negative reaction to a statement I made under stress that exceeds my strength . "" 
The search and rescue operation for earthquake survivors in Albania ended Saturday , the prime minister said . ","Albania|0;16;27;20;9|0;1;2;3;6|LOC|loc
last week|16 17|0|TIME|None
Sunday|28;13|0;4|TIME|None
U.S.|6;15|2;2|LOC|None
France|2|3|LOC|None
Switzerland|4|3|LOC|None
6.4 - magnitude|12 13 14|3|MAG|mag
Durres|17;3|3;4|LOC|None
Nov. 29 ,|22 23 24|3|TIME|None
one|5|4|NUM|None
50 people|29 30|4|NUM|None
Saturday|11|6|TIME|None
"
2019 Albania earthquake,11/26/2019,,Albanian Daily News,"An airplane sent from Turkey with rescue and search equipment , as well as with rescuing teams has landed in Albania to provide assistance after the devastating earthquake that struck the country , reports Anadolu Agency ( AA ) . 
The Turkish Armed Forces ' ( TSK ) A400 
M type transport aircraft prepared under the coordination of the Turkish Disaster and Emergency Management Authority ( AFAD ) has landed at Tirana International Airport . 
The aircraft transported three AFAD search equipment , as well as 27 search and rescue personnel from AFAD , the National Medical Rescue Team ( UMKE ) and the Turkish Red Crescent . 
After landing , Turkish teams immediately headed to Durres to join search and rescue operations . 
Albania was hit by two powerful earthquakes on Tuesday : one 6.3 magnitude earthquake with epicenter in Durres at 03:55 , while the other one with magnitude 5 had the epicenter in "" Kepi i Rodonit "" . 
According to data provided so far by Albanian authorities , the number of victims of the earthquake that hit Albania reached 21 , meanwhile more than 600 people were injured and almost 50 were rescued . ","Turkey|4|0|LOC|None
Albania|20;0;19|0;5;6|LOC|loc
A400|8|1|NUM|None
three AFAD search equipment|3 4 5 6|3|NUM|None
27 search|11 12|3|NUM|None
two powerful earthquakes|4 5 6|5|NUM|None
Tuesday|8|5|TIME|None
one 6.3 magnitude earthquake|10 11 12 13|5|MAG|None
6.3 magnitude|11 12|5|MAG|mag
Durres|17|5|LOC|None
03:55|19|5|TIME|None
magnitude 5|26 27|5|MAG|mag
Kepi|33|5|LOC|None
21|21|6|NUM|death
more than 600 people|24 25 26 27|6|NUM|injure
almost 50|31 32|6|NUM|death
"
2019 Albania earthquake,11/26/2019,11/27/2019,"Albanian earthquake: 29 victims counted, as gov't announces state of emergency","TIRANA , Nov. 27 - The balance of victims of the powerful 6.4 magnitude earthquake that hit Albania Tuesday morning continues to worsen as the search missions continue looking . 
According to the latest official data , at least 29 people are thought to have been killed so far , 12 of whom were found in the ruins of collapsed housing in some areas of Durres , 14 in Thumana where two buildings were destroyed , and one person who lost his life yesterday in Kurbin . 
Authorities say there are probably about 20 more missing on appeal . 
Research is ongoing intensively in both the Durres and Thumana areas . 
In total , about 650 people applied to seek medical attention due to earthquake injuries . 
Meanwhile , the Albanian government declared a state of emergency today . 
The decision was announced by Prime Minister Edi Rama , who addressed his cabinet in the early hours of Tuesday . "" As the constitution and legislation explain , and given the nature of the problem and situation , it will be a state of emergency in the perimeter of the two regions where the wounds are most open , in Durres and Tirana . ","TIRANA|0|0|LOC|None
Nov.|2|0|TIME|None
6.4 magnitude|12 13|0|MAG|mag
Albania|17|0|LOC|loc
Tuesday|18|0|TIME|None
morning|19|0|TIME|None
at least 29 people|7 8 9 10|1|NUM|death
12|20|1|NUM|None
Durres|35;7;61|1;3;6|LOC|None
14|37|1|NUM|None
Thumana|39;9|1;3|LOC|None
two buildings|41 42|1|NUM|None
one person|47 48|1|NUM|None
yesterday|53|1|TIME|None
Kurbin|55|1|LOC|None
about 20|5 6|2|NUM|None
about 650 people|3 4 5|4|NUM|None
today|10|5|TIME|None
the early hours of|15 16 17 18|6|TIME|None
two regions|51 52|6|NUM|None
Tirana|63|6|LOC|None
"
2019 Albania earthquake,11/26/2019,,"21 killed, hundreds injured after powerful earthquake hits Albania","Rescue crews with excavators searched for survivors trapped in toppled apartment buildings and hotels Tuesday as the death toll from a powerful pre-dawn earthquake in Albania climbed to 21 , with more than 600 people injured . 
The magnitude 6.4 quake was felt across the southern Balkans and was followed by multiple aftershocks , with several above magnitude 
In nearby Bosnia , another temblor with a preliminary magnitude of 5.4 struck southeast of the capital Sarajevo , causing only minor damage . 
The quake in Albania knocked down apartment buildings and hotels while people slept , and rescue crews worked into the evening to free more people believed trapped . 
There was no indication as to how many people might still be buried in the rubble , as neighbouring countries and European Union nations sent search - and - rescue crews to help . 
The government declared an official day of mourning for Wednesday , with Albanian flags on official buildings to fly at half - mast . 
Schools would remain closed until Monday , as Thursday and Friday were national holidays . ","Tuesday|14|0|TIME|None
Albania|25;3|0;3|LOC|loc
21|28|0|NUM|death
more than 600 people|31 32 33 34|0|NUM|injure
magnitude 6.4|1 2|1|MAG|mag
Balkans|9|1|LOC|None
Bosnia|2|2|LOC|None
5.4 struck southeast|11 12 13|2|NUM|None
Sarajevo|17|2|LOC|None
an official|3 4|5|TIME|None
Wednesday|9|5|TIME|None
half|20|5|NUM|None
Monday|5|6|TIME|None
Thursday|8|6|TIME|None
Friday|10|6|TIME|None
"
2019 Albania earthquake,11/26/2019,,"Albania to revise 2019, 2020 budgets to fund post-earthquake reconstruction","Albanian Finance Minister Anila Denaj said that the budgets for 2019 and 2020 will be revised to allocate funds for reconstruction following recent devastating earthquake , local media reported on December 2 . The 6.4 magnitude earthquake that hit Albania on November 26 killed 51 people and damaged hundreds of buildings . 
The port city of Durres and the town of Thumane were the worst affected . 
“ We are revising the budgets for 2019 and 2020 from scratch . 
Some projects can be delayed by one year , ” Denaj was cited by Albanian Daily News . 
She said that there will be budget cuts in 2020 as funds allocated for specific projects will be spent on reconstruction of the damaged houses instead . 4,000 people lost their homes in the earthquake and are being accommodated in camps set up in a dozen cities in Albania . 
The Albanian government decided to provide financial aid and new homes to families of the victims . 
Meanwhile , Albania 's Prime Minister Edi Rama has sought international financial aid and expert assistance saying that it is impossible for Albania to carry out the reconstruction alone . ","2019|10;7|0;2|TIME|None
2020|12;9;9|0;2;4|TIME|None
December|30|0|TIME|None
6.4 magnitude|34 35|0|MAG|mag
Albania|39;48;2;22|0;4;6;6|LOC|loc
November|41|0|TIME|None
51 people|44 45|0|NUM|death
hundreds|48|0|NUM|None
Durres|4|1|LOC|None
Thumane|9|1|LOC|None
one|6|3|TIME|None
4,000 people|27 28|4|NUM|None
a dozen|44 45|4|NUM|None
"
2019 Albania earthquake,11/26/2019,12/3/2019,Albania Demolishes Quake-Damaged Building With Explosives,"By LLAZAR SEMINI , Associates Press TIRANA , Albania ( AP ) — A remote - controlled explosion has demolished a six - story building considered a threat after it was damaged in a 6.4 - magnitude earthquake in Albania . 
Tuesday ’s demolition was done by the army in the western port city of Durres following the quake a week ago that killed 51 people and injured more than 3,000 . 
In Peza , a village near the capital , Tirana , authorities demolished a school and pledged to build a new one . 
Twenty - eight other schools in quake - hit areas need extensive rehabilitation while schools are closed there at least until Thursday . 
The quake damaged more than 11,000 buildings and left 3,000 people homeless who are now sheltering in hotels , public buildings , tents and with relatives . 
Neighboring Kosovo has provided shelter to others . The worst - hit areas were Durres , a popular beach vacation spot for Albanians 30 kilometers ( 20 miles ) west of Tirana , and the nearby northern town of Thumane . 
Five other buildings in both towns are expected to be demolished while scores of structural engineers from Albania and Europe check the quake - hit areas . ","Albania|8;39;17|0;0;6|LOC|loc
six - story|21 22 23|0|NUM|None
6.4 - magnitude|34 35 36|0|MAG|mag
Tuesday|0|1|TIME|None
Durres|14;14|1;5|LOC|None
a week|18 19|1|TIME|None
51 people|23 24|1|NUM|death
more than 3,000|27 28 29|1|NUM|injure
Peza|1|2|LOC|None
Tirana|9;31|2;5|LOC|None
Twenty - eight other schools|0 1 2 3 4|3|NUM|None
Thursday|21|3|TIME|None
more than 11,000 buildings|3 4 5 6|4|NUM|None
3,000 people|9 10|4|NUM|None
Kosovo|1|5|LOC|None
30 kilometers ( 20 miles )|23 24 25 26 27 28|5|NUM|None
Thumane|39|5|LOC|None
Five other buildings|0 1 2|6|NUM|None
Europe|19|6|LOC|None
"
2019 Albania earthquake,11/26/2019,,EU Leads International Help to Albania Quake Recovery,"TIRANA , ALBANIA - Dozens of structural engineers from Europe and elsewhere are heading to Albania to help rebuild the country after a devastating earthquake last month killed 51 people and destroyed thousands of buildings , officials said Monday . The European Union and the United Nations are coordinating international efforts to assist Albania after a 6.4 - magnitude earthquake struck Nov. 26 , affecting more than half of the country 's population . An EU team is leading the damage assessment and distribution of aid . 
Six EU member states have sent 50 structural engineers , with more to come , to assess the damage together with the local counterparts . “ In the midst of sorrow , grief and fear , this week has shown the unfailing links between Albanians and their friends in the EU , ” said Luigi Soreca , the EU ambassador to Albania . The U.S. Agency for International Development also has deployed structural engineers from the Fairfax County and Los Angeles County fire departments to assist with damage assessments . 
Olta Xhacka praised the international response so far , saying the 780 rescuers who rushed to the country right after the quake helped to prevent more deaths . The quake that hit Albania 's Adriatic coast also injured more than 3,000 people . 
Authorities give preliminary figures of 7,900 damaged buildings countrywide and more than 6,000 homeless sheltered in hotels , public buildings , tents and with relatives , while neighboring Kosovo has provided shelter to others . The quake has affected about 1.9 million people out of the country 's 2.8 million population , according to the EU office in the capital of Tirana . The worst - hit areas were the port town of Durres , a popular beach vacation spot for Albanians 33 kilometers ( 20 miles ) west of Tirana and the nearby northern town of Thumane . U.S. singer - songwriter Bebe Rexha visited Bubq village , 30 kilometers ( 18 miles ) west of the capital Tirana , to hand out aid . Rexha , who is of ethnic Albanian origin , said she raised money through her fans to build two homes and is hoping to raise more . “ It 's really sad what 's happening here . 
That 's why I came here , ” she said . Prosecutors have started an investigation into possible illegal construction and violations of construction regulations . Poor construction , building code violations and corruption are considered among the main reasons for the quake damage . Albania 's government has called on the international community for financial aid and expert assistance , saying it is incapable of doing it alone . “ The hardest part of this situation starts now because the material damage is really great , ” said Xhacka before leaving for the NATO summit in London where Albania will also look for help . Soreca said Monday that Brussels will look into how it will help Albania rebuild itself with a mid - to long - term perspective . On Thursday , the new European Commissioner for Crisis Management , Janez Lenarcic , who started his post Monday , visits Tirana to talk about the reconstruction planning . ","ALBANIA|2|0|LOC|None
Dozens|4|0|NUM|None
Europe|9|0|LOC|None
Albania|15;53;61;32;45;99;118|0;0;1;2;4;4;4|LOC|loc
last|25|0|TIME|None
51 people|28 29|0|NUM|death
thousands|32|0|NUM|None
Monday|38;108;149|0;4;4|TIME|None
6.4 - magnitude|56 57 58|0|MAG|mag
Nov.|61|0|TIME|None
more than half|65 66 67|0|NUM|None
Six EU member states|0 1 2 3|1|NUM|None
50 structural engineers|6 7 8|1|NUM|None
this|36|1|TIME|None
Fairfax|76|1|LOC|None
Los Angeles|79 80|1|LOC|None
780 rescuers|11 12|2|NUM|None
Adriatic|34|2|LOC|None
more than 3,000 people|38 39 40 41|2|NUM|None
7,900 damaged buildings countrywide|5 6 7 8|3|NUM|None
more than 6,000 homeless|10 11 12 13|3|NUM|None
Kosovo|28|3|LOC|None
about 1.9 million people|39 40 41 42|3|NUM|None
2.8 million population|48 49 50|3|NUM|None
Tirana|61;90;119;152|3;3;3;4|LOC|None
Durres|73|3|LOC|None
33 kilometers ( 20 miles|82 83 84 85 86|3|NUM|None
Thumane|97|3|LOC|None
U.S.|99|3|LOC|None
Bubq|106|3|LOC|None
30 kilometers ( 18 miles|109 110 111 112 113|3|NUM|None
two homes|144 145|3|NUM|None
London|97|4|LOC|None
Brussels|110|4|LOC|None
Thursday|132|4|TIME|None
"
2019 Albania earthquake,11/26/2019,12/4/2019,Albania PM optimistic on world support for quake recovery,"TIRANA , Albania - Albania 's prime minister said Wednesday he was pleased with the international support he secured at a NATO summit on dealing with the aftermath of a 6.4 - magnitude earthquake that killed 51 people and injured more than 3,000 others . Edi Rama said before leaving the NATO summit in London that he had positive meeting with U.S. President Donald Trump and other leaders from Europe and Canada and that he received a positive reaction to his aspiration to hold an international donors ' conference . The European Union and the United Nations are co-ordinating international efforts , including those from the United States , to assist Albania after the earthquake that affected more than half of the country 's 2.8 million population . 
Ursula von der Leyen , the new president of the European Commission , said in a tweet that the EU 's executive branch has pledged 15 million euros to Albania and that it will help organize a donors ' conference . The Nov. 26 quake damaged more than 11,000 buildings and left an estimated 12,000 people homeless who are now sheltering in hotels , public buildings , tents , with relatives and in neighbouring Kosovo . The worst - hit areas were Durres , a popular beach vacation spot for Albanians , 30 kilometres west of Tirana , and the nearby northern town of Thumane . 
Many schools still remain closed . ","TIRANA|0|0|LOC|None
Albania|2;111;29|0;0;1|LOC|loc
Wednesday|9|0|TIME|None
6.4 - magnitude|30 31 32|0|MAG|mag
51 people|36 37|0|NUM|death
more than 3,000 others|40 41 42 43|0|NUM|injure
London|54|0|LOC|None
U.S.|61|0|LOC|None
Europe|69|0|LOC|None
Canada|71|0|LOC|None
the United|105 106|0|LOC|None
more than half|117 118 119|0|NUM|None
2.8 million population|124 125 126|0|NUM|None
Nov.|42|1|TIME|None
more than 11,000 buildings|46 47 48 49|1|NUM|None
an estimated 12,000 people|52 53 54 55|1|NUM|None
Kosovo|74|1|LOC|None
Durres|82|1|LOC|None
30 kilometres|92 93|1|NUM|None
Tirana|96|1|LOC|None
Thumane|104|1|LOC|None
"
2019 Albania earthquake,11/26/2019,,Rita Ora and Bebe Rexha pledge support to Albania following earthquake,"NEWS Rita Ora and Bebe Rexha pledge support to Albania following earthquake Newsdesk Share with : Rita Ora and Bebe Rexha have both pledged to support Albania in any way they can following an earthquake in the country which claimed the lives of 40 people . The quake measured 6.4 on the Richter scale and struck near Tirana , the country 's capital . 
So far , the death toll from the natural disaster stands at 40 , while more than 600 people have been injured . Following the earthquake , Albania - born Rita , who is currently in Tirana , took to Instagram to share a heartfelt message to those affected , writing : "" ' Happy Flag Day #Albania !!! 
I have been spending my birthday and the last couple of days thinking about what the right thing to do is . "" Along with @erionveliaj , we have decided to choose a family to sponsor to rebuild their home during the devastation of the earthquakes in Albania and myself directly help these families as much as I can ! "" She continued to urge her followers to help , adding : "" I suggest that who ever can , please find a family or charity or way to help rebuild the homes of the victims of this disaster . 
The first family that i have chosen is the Sala family , and we will be following the progress of this and so many more families who need the same help . "" Meanwhile , Bebe , who has Albanian parents , shared a video on her Instagram page in which she said : "" Hey everyone , it 's Bebe and I 'm here on the Jonas Brothers tour and I got the terrible news that there was an earthquake in Albania and a lot of you guys may know that my family and I are Albanian so I decided to start a GoFund Me account to help all those people that are in need . "" And I will personally jump off the tour in my two days off , fly to Albania and personally give people food and water and helping to rebuild their houses so I will be making sure the money goes to good use . "" Rita moved to England from Kosovo ( then Yugoslavia ) when she was just a year old , while Bebe was born in New York but considers herself Albanian . ","Albania|9;26;27;47;82;134|0;0;1;2;3;3|LOC|loc
40 people|43 44|0|NUM|death
6.4|49|0|NUM|mag
Tirana|57;36|0;1|LOC|None
40|12|1|NUM|death
more than 600 people|15 16 17 18|1|NUM|injure
Instagram|40|1|LOC|None
the last couple of|7 8 9 10|2|TIME|None
two|128|3|TIME|None
England|165|3|LOC|None
Kosovo|167|3|LOC|None
Yugoslavia|170|3|LOC|None
just a year|175 176 177|3|TIME|None
New|185|3|LOC|None
"
2019 Albania earthquake,11/26/2019,,Bebe Rexha helping to rebuild Albania following devastating 6.4-magnitude earthquake,"Bebe Rexha returned from a recent trip to Albania where she ’s spearheading an effort to help the country rebuild after a devastating earthquake last month killed 51 people and destroyed thousands of buildings . 
Rexha visited Bubq village , 18 miles west of the capital Tirana , to hand over aid . 
The singer , who is of Albanian origin , started a GoFund Me page that ’s raised more than $ 97,000 to help with the reconstruction efforts . “ Yesterday I returned from a two day trip to Albania seeing the damage of the earthquake first hand and meeting with those who are affected , ” the star wrote on Instagram over a series of photos from her trip . 
“ I am sooo blown away by the heart and kindness of the people there , as well as everyone around the world who has been donating . ” 
BEBE REXHA FIRES BACK AT BODY SHAMERS WITH KELLY CLARKSON : ‘ A NUMBER DOES N’T DEFINE YOU ' She continued : “ We have designated two houses damaged by the earthquake to rebuild , as a start . 
Please continue to spread awareness about this tragedy and the help that Albania needs . 
I love my country ?? Te Dua shqiperi . ” ","Albania|8;38;12|0;2;5|LOC|loc
last|24|0|TIME|None
51 people|27 28|0|NUM|death
thousands|31|0|NUM|None
Bubq|2|1|LOC|None
18 miles|5 6|1|NUM|None
Tirana|11|1|LOC|None
Yesterday|29|2|TIME|None
two|34|2|TIME|None
two houses|26 27|4|NUM|None
"
2019 Albania earthquake,11/26/2019,,Albania hit by deadly 6.4 magnitude earthquake,"Media playback is unsupported on your device Media caption Albania quake : 
Rescuers search for survivors At least 18 people have been killed after a 6.4 magnitude earthquake hit Albania , the defence ministry says . 
The quake brought down buildings and left people trapped under rubble . 
One man died after jumping from a window in panic after the tremor struck . 
The quake hit 34 km ( 21 miles ) north - west of the capital , Tirana , in the early hours of Tuesday . 
Hours later , a separate earthquake struck the city of Mostar in Bosnia . 
There were no reports of casualties . ","Albania|9;17|0;1|LOC|loc
At least 18 people|4 5 6 7|1|NUM|death
6.4 magnitude|13 14|1|MAG|mag
One man|0 1|3|NUM|death
34 km ( 21 miles|3 4 5 6 7|4|NUM|None
Tirana|16|4|LOC|None
the early hours of|19 20 21 22|4|TIME|None
Hours|0|5|TIME|None
Mostar|10|5|LOC|None
Bosnia|12|5|LOC|None
"
2019 Albania earthquake,11/26/2019,,Albania earthquake: Rescue efforts wind down,"Rescue efforts in Albania have largely wrapped up as mass funerals were held for the dead on Friday , following a 6.4 - magnitude earthquake on Tuesday . 
Rescuers were due to recommence their work searching through the rubble of a hotel in the port city of Durres at daybreak on Saturday . 
The hotel is the only place where the rescue mission is still underway . 
Funerals held in Durres At least one woman , a dancer , is still missing and is believed to be in the hotel , though it is not known whether she survived the quake . 
Read more : Albania earthquake : 
Tears , prayers in village near epicenter Death toll at 49 There have been more than 500 aftershocks since Tuesday . 
The most seriously affected areas were the coastal city of Durres and the town of Thumane . ","Albania|3;3|0;4|LOC|loc
Friday|17|0|TIME|None
6.4 - magnitude|21 22 23|0|MAG|mag
Tuesday|26;19|0;5|TIME|None
Durres|19;10|1;6|LOC|None
daybreak|21|1|TIME|None
Saturday|23|1|TIME|None
At least one woman|4 5 6 7|3|NUM|None
49|10|5|TIME|death
more than 500 aftershocks|14 15 16 17|5|NUM|None
Thumane|15|6|LOC|None
"
2019 Albania earthquake,11/26/2019,12/3/2019,Albania earthquake: 37 quakes rock devastated European country in three days,"The quake last Tuesday morning was a massive 6.4 magnitude on the Richter scale and the Balkan country has some 37 aftershocks . 
Seismologist Rexhep Koci said there is the likelihood for more aftershocks , but they would be weaker . 
The European - Mediterranean Seismological Centre ( EMSC ) reported the first tremors hit the city of Durres , the second most populous city in the Republic of Albania , last Monday night November 25 . 
A few hours later , the ground shook again , then shortly before 4 am on Tuesday morning , the big one hit . 
In a 30 second of unstoppable violence , the earth ’s crust shifted and the unprepared concrete homes collapsed in on themselves . 
This was the biggest earthquake to hit the country in decades . 
The search and rescue operation for earthquake survivors in Albania has ended , with the death toll at 51 and no more bodies believed to be in the ruins . ","last Tuesday|2 3|0|TIME|None
6.4 magnitude|8 9|0|MAG|mag
37 aftershocks|20 21|0|NUM|None
Durres|17|2|LOC|None
the Republic of|25 26 27|2|LOC|None
last Monday night November|30 31 32 33|2|TIME|None
A few hours|0 1 2|3|TIME|None
4|13|3|TIME|None
Tuesday|16|3|TIME|None
30 second|2 3|4|NUM|None
decades|10|5|TIME|None
Albania|9|6|LOC|loc
51|18|6|NUM|death
"
